"who_retweet","who_post","weight"
"str_2358888290","str_139593662",1
"str_2358888290","str_2149261981",1
"str_2358888290","str_237750813",1
"str_2358888290","str_2721891557",2
"str_2358888290","str_2905955679",2
"str_2358888290","str_3313812382",1
"str_2358888290","str_3434426878",1
"str_2358888290","str_479093108",3
"str_2358888290","str_70591921",1
"str_2358888290","str_715613647758819330",2
"str_2358888290","str_984917712412598273",1
"str_23593966","str_159633273",3
"str_23593966","str_18657125",3
"str_23593966","str_262794246",7
"str_23593966","str_2917685440",1
"str_23593966","str_30380250",1
"str_23593966","str_3195934863",6
"str_23593966","str_37052689",9
"str_23593966","str_4271386823",11
"str_23593966","str_957734718576971776",1
"str_2359955326","str_18792179",1
"str_2359955326","str_22102584",1
"str_2359955326","str_2289003747",2
"str_2359955326","str_257302726",3
"str_2359955326","str_591903278",1
"str_2359955326","str_80890505",9
"str_2361103093","str_2193520886",3
"str_2361103093","str_268313339",9
"str_2361103093","str_28656296",2
"str_2361103093","str_3082718509",1
"str_2361103093","str_3171834681",2
"str_2361103093","str_318147943",1
"str_2361103093","str_434956607",14
"str_2361103093","str_70342801",1
"str_2361103093","str_9486482",24
"str_2361103093","str_974819163305848833",1
"str_2361489434","str_1004815933670678529",9
"str_2361489434","str_15323106",1
"str_2361489434","str_21762059",6
"str_2361489434","str_3188152800",8
"str_2361489434","str_42523890",1
"str_2361489434","str_434956607",1
"str_2361489434","str_908744939793637376",1
"str_23618718","str_19788386",1
"str_23618718","str_77692118",1
"str_236224786","str_397570680",2
"str_2363124799","str_15917926",2
"str_2363124799","str_214565388",1
"str_2363124799","str_2900023413",2
"str_2363356243","str_1105209434085580800",2
"str_2363356243","str_118198589",1
"str_2363356243","str_1364892560",2
"str_2363356243","str_139593662",6
"str_2363356243","str_17091701",1
"str_2363356243","str_237750813",1
"str_2363356243","str_2512863602",12
"str_2363356243","str_2905955679",1
"str_2363356243","str_2906574983",1
"str_2363356243","str_3313812382",2
"str_2363356243","str_3363440495",2
"str_2363356243","str_3434426878",3
"str_2363356243","str_392077251",1
"str_2363356243","str_479093108",14
"str_2363356243","str_70591921",20
"str_2363356243","str_715613647758819330",1
"str_2363356243","str_984917712412598273",2
"str_2364467947","str_133122139",17
"str_2364467947","str_16295314",1
"str_2364467947","str_169586297",2
"str_2364467947","str_257302726",1
"str_2364467947","str_2979059877",1
"str_2364467947","str_84609547",3
"str_236490620","str_15117083",4
"str_236490620","str_2157896753",2
"str_236490620","str_21836759",1
"str_236490620","str_297055411",1
"str_2365238424","str_1085248153081864192",1
"str_2365238424","str_1205541642",6
"str_2365238424","str_1209822847755010048",1
"str_2365238424","str_1367793234",2
"str_2365238424","str_14304836",2
"str_2365238424","str_17161282",2
"str_2365238424","str_18882624",1
"str_2365238424","str_2327597341",1
"str_2365238424","str_2798217692",2
"str_2365238424","str_40327767",1
"str_2365238424","str_409652472",1
"str_2365238424","str_946295040686555136",6
"str_2365238424","str_965585682818326529",2
"str_236534618","str_133165344",1
"str_236534618","str_158715755",3
"str_236534618","str_17168851",1
"str_236534618","str_175847438",1
"str_236534618","str_23442668",1
"str_236534618","str_3065062453",1
"str_236534618","str_3099952406",2
"str_236534618","str_356903515",6
"str_236534618","str_77098233",1
"str_236534618","str_809858509",1
"str_2366230117","str_1085248153081864192",1
"str_2366230117","str_1367793234",2
"str_2366230117","str_16936014",1
"str_2366230117","str_17161282",1
"str_2366230117","str_2222545540",1
"str_2366230117","str_946295040686555136",1
"str_2366496019","str_16100125",17
"str_2367507841","str_2340659774",1
"str_236968152","str_14466551",4
"str_236968152","str_169586297",8
"str_236968152","str_2339034433",5
"str_236968152","str_26276316",2
"str_236968152","str_4842843378",1
"str_236968152","str_789492350120624128",2
"str_236968152","str_96161390",1
"str_237012415","str_106252738",7
"str_237012415","str_2266517269",2
"str_237012415","str_25728028",3
"str_237012415","str_78033328",1
"str_2370304102","str_18189966",5
"str_2370304102","str_234590226",1
"str_2370835412","str_16295314",1
"str_237094998","str_18313199",1
"str_2371067102","str_15323106",1
"str_2371067102","str_2411429150",2
"str_2371067102","str_318147943",1
"str_2371067102","str_434956607",5
"str_2371067102","str_715623359631896576",1
"str_2371067102","str_9486482",6
"str_237109050","str_159633273",2
"str_237109050","str_18361437",1
"str_237109050","str_18657125",7
"str_237109050","str_30380250",1
"str_237109050","str_37727891",2
"str_237109050","str_82240115",2
"str_2372454391","str_145145693",1
"str_2372454391","str_376444395",3
"str_2372454391","str_4827885013",2
"str_2372454391","str_69687956",1
"str_2372454391","str_69946498",2
"str_237294480","str_115576195",2
"str_237294480","str_1321353271",1
"str_237294480","str_2153645966",1
"str_237294480","str_22524908",1
"str_237294480","str_2289003747",2
"str_237294480","str_26583978",1
"str_2376663805","str_1145899129",2
"str_237750813","str_105336659",1
"str_237750813","str_118198589",2
"str_237750813","str_119590900",1
"str_237750813","str_2906574983",1
"str_237750813","str_3313812382",1
"str_237750813","str_3363440495",39
"str_237750813","str_3434426878",1
"str_237750813","str_479093108",6
"str_237750813","str_4817114249",3
"str_237750813","str_715613647758819330",1
"str_237750813","str_984917712412598273",8
"str_2377681789","str_1137924488",1
"str_2377681789","str_16039183",1
"str_2377681789","str_175847438",5
"str_2377681789","str_2458675429",2
"str_2377681789","str_301034022",5
"str_237824829","str_21696469",1
"str_237824829","str_49421426",1
"str_237824829","str_49747296",1
"str_2379543723","str_15117083",1
"str_2379543723","str_22481727",2
"str_2379543723","str_99390153",1
"str_2379601369","str_1205541642",7
"str_2379601369","str_1209822847755010048",2
"str_2379601369","str_14304836",6
"str_2379601369","str_17161282",3
"str_2379601369","str_18882624",1
"str_2379601369","str_2222545540",8
"str_2379601369","str_40327767",1
"str_2379601369","str_4831209598",2
"str_2379601369","str_965585682818326529",1
"str_2379943472","str_16936014",106
"str_2381478368","str_15149457",1
"str_2381478368","str_2334731485",3
"str_2381478368","str_2355424106",1
"str_2381478368","str_553823767",2
"str_23817491","str_268313339",4
"str_23817491","str_3082718509",1
"str_23817491","str_434956607",8
"str_23817491","str_715623359631896576",3
"str_23817491","str_9486482",2
"str_23838780","str_118198589",2
"str_23838780","str_139593662",1
"str_23838780","str_3363440495",1
"str_23838780","str_984917712412598273",1
"str_2384399113","str_20023252",1
"str_2384399113","str_475287482",5
"str_2384399113","str_727850446359015425",1
"str_2384399113","str_735562188014882816",1
"str_23849560","str_198926612",1
"str_23849560","str_84609547",1
"str_238634257","str_214565388",1
"str_2386445651","str_96360994",3
"str_2387532642","str_940024922394497024",1
"str_2389322204","str_18612063",1
"str_2389322204","str_2400595245",5
"str_2389322204","str_245840159",4
"str_2389322204","str_3299533143",1
"str_2389322204","str_35389327",33
"str_2389322204","str_484121225",4
"str_2389322204","str_880075914348040192",3
"str_2389606585","str_1364892560",1
"str_2389606585","str_17091701",1
"str_2389606585","str_2905955679",1
"str_2389606585","str_316515450",1
"str_2389606585","str_391205502",1
"str_2389606585","str_70591921",2
"str_2393588132","str_17350750",1
"str_2393588132","str_2549187085",1
"str_239930426","str_158715755",1
"str_2400595245","str_16319967",1
"str_2400595245","str_18612063",1
"str_2400595245","str_35389327",1
"str_2400595245","str_967169939022012416",1
"str_240722267","str_121208502",1
"str_240722267","str_123974466",1
"str_240722267","str_78033328",1
"str_2410032619","str_13028602",2
"str_2410032619","str_15186725",6
"str_2410032619","str_18251714",4
"str_2410032619","str_21632252",3
"str_2410032619","str_3022998240",1
"str_2410032619","str_531881500",3
"str_2411529217","str_80698005",1
"str_2412017934","str_1110204212",5
"str_2412017934","str_145145693",4
"str_2412017934","str_150812342",1
"str_2412017934","str_15986586",1
"str_2412017934","str_376444395",1
"str_2412017934","str_69946498",8
"str_241257413","str_2905955679",1
"str_241257413","str_70591921",6
"str_241257413","str_723599467081920512",1
"str_24125813","str_1321627759",2
"str_24125813","str_153489863",3
"str_24125813","str_250840899",5
"str_24125813","str_35026217",8
"str_24125813","str_611045296",1
"str_24125813","str_751950727371628544",2
"str_2413144536","str_2343063307",21
"str_2413144536","str_23802600",30
"str_2413144536","str_27628064",2
"str_2413144536","str_54867849",5
"str_2413507596","str_46534084",1
"str_2413507596","str_86523551",7
"str_2415894457","str_118664177",26
"str_2415894457","str_15917926",1
"str_2415894457","str_2319105211",17
"str_2415894457","str_2460037322",1
"str_2415894457","str_249785871",1
"str_2415894457","str_27670007",8
"str_2415894457","str_278278143",5
"str_2415894457","str_2900023413",6
"str_2415894457","str_33717887",12
"str_2415894457","str_360709597",6
"str_2415894457","str_40224448",1
"str_2415894457","str_524443212",2
"str_2415894457","str_946532017",4
"str_2416271592","str_92558741",1
"str_241640064","str_18517965",1
"str_241707015","str_214565388",1
"str_241707015","str_257302726",1
"str_241707015","str_360709597",1
"str_2418244783","str_1040645966",1
"str_2418244783","str_15323106",67
"str_2418244783","str_25308197",2
"str_2418244783","str_268313339",3
"str_2418244783","str_318147943",2
"str_2418244783","str_434956607",20
"str_2418244783","str_56915505",1
"str_2418244783","str_60600381",1
"str_2418244783","str_715623359631896576",1
"str_2418244783","str_9486482",10
"str_2418244783","str_974819163305848833",2
"str_2419327837","str_1006109238",1
"str_2424440299","str_735888005894836225",7
"str_2424530264","str_28452689",1
"str_2424530264","str_60631912",1
"str_2424711284","str_104980670",3
"str_2424711284","str_198926612",1
"str_2424711284","str_257302726",1
"str_2424711284","str_84609547",6
"str_2425686420","str_139593662",1
"str_2425686420","str_3313812382",2
"str_2425686420","str_789492350120624128",1
"str_2425686420","str_984917712412598273",13
"str_2427509841","str_1139607716941500417",2
"str_2429582042","str_819782878678511616",1
"str_2430881395","str_1321627759",1
"str_2430881395","str_21512279",1
"str_2430881395","str_250840899",2
"str_2430881395","str_751950727371628544",1
"str_24317646","str_3280852428",1
"str_24317646","str_41637247",4
"str_243243078","str_365408479",1
"str_243243078","str_92558741",2
"str_243478827","str_153106114",2
"str_243478827","str_214565388",1
"str_243478827","str_2460037322",1
"str_243478827","str_524443212",2
"str_2435630136","str_14946702",1
"str_243682732","str_15745521",1
"str_243682732","str_41637247",1
"str_243682732","str_87464481",18
"str_2438378629","str_123044424",1
"str_2438378629","str_235800763",2
"str_2438378629","str_256625166",1
"str_2438552886","str_18490135",2
"str_2438552886","str_42720019",1
"str_2439138536","str_14752226",10
"str_2439138536","str_14946702",1
"str_2439138536","str_343809170",4
"str_2439138536","str_54775919",1
"str_2439138536","str_71457536",2
"str_24426903","str_1367793234",8
"str_24426903","str_16936014",18
"str_24426903","str_40327767",2
"str_24426903","str_41956692",2
"str_24426903","str_92629688",1
"str_24426903","str_958709160480096256",1
"str_24430658","str_26078159",2
"str_24435205","str_15739379",5
"str_24435205","str_53266089",5
"str_24435205","str_74446177",5
"str_2444977166","str_252442108",2
"str_2444977166","str_257302726",1
"str_2444977166","str_65775538",2
"str_2444977166","str_849649366172262400",17
"str_2444977166","str_92558741",1
"str_244510825","str_2193344344",2
"str_24453088","str_15739379",28
"str_24453088","str_2165263892",1
"str_24453088","str_24435205",4
"str_24453088","str_390259055",1
"str_24453088","str_41694385",2
"str_24453088","str_53266089",21
"str_24453088","str_66707220",1
"str_2447662261","str_115576195",16
"str_2447662261","str_151921529",1
"str_2447662261","str_15663169",4
"str_2447662261","str_22524908",1
"str_2448551130","str_16319967",13
"str_2448551130","str_226330560",1
"str_2448551130","str_245840159",1
"str_2448551130","str_33795371",10
"str_2448551130","str_35389327",1
"str_2448551130","str_484121225",1
"str_2448551130","str_880075914348040192",1
"str_2448551130","str_918154700",3
"str_2448551130","str_940024922394497024",5
"str_2448551130","str_967169939022012416",5
"str_245028498","str_3040281984",3
"str_2451653160","str_1408432652",1
"str_2451653160","str_411024392",13
"str_2451653160","str_979140480096071680",2
"str_2451653160","str_991472006406303744",1
"str_245511321","str_108027128",1
"str_245511321","str_16100125",2
"str_245511321","str_172114546",1
"str_245511321","str_327131716",3
"str_245511321","str_33216214",1
"str_245511321","str_37440474",4
"str_245511321","str_4074051493",3
"str_245511321","str_583417013",4
"str_245511321","str_80698005",50
"str_2456250857","str_1318703821",1
"str_2458381206","str_935603288",1
"str_245840159","str_16319967",1
"str_245840159","str_2400595245",4
"str_245840159","str_3299533143",1
"str_245840159","str_33795371",1
"str_245840159","str_35389327",4
"str_245840159","str_484121225",4
"str_245840159","str_880075914348040192",5
"str_245840159","str_940024922394497024",4
"str_245840159","str_967169939022012416",2
"str_2458455084","str_114207661",2
"str_2458455084","str_26078159",13
"str_2458455084","str_33801008",3
"str_2458455084","str_37107369",5
"str_2458455084","str_374458646",1
"str_2458455084","str_42658483",23
"str_2458675429","str_16039183",4
"str_2458675429","str_16968683",1
"str_2458675429","str_38745086",1
"str_2458675429","str_85016194",1
"str_245993078","str_158715755",1
"str_245993078","str_1694721368",1
"str_245993078","str_17168851",3
"str_245993078","str_2151295579",2
"str_245993078","str_2196718225",1
"str_245993078","str_364632749",1
"str_245993078","str_809858509",1
"str_2459962597","str_114207661",2
"str_2459962597","str_26078159",2
"str_2459962597","str_33801008",1
"str_2459962597","str_37107369",1
"str_2459962597","str_42658483",2
"str_2460037322","str_118664177",1
